,tenant id,na_count,total count,quality%_by_NA_count
481,10825,4,52,92.3076923076923
482,10853,1,13,92.3076923076923
483,10893,0,65,100.0
484,10913,0,52,100.0
485,11071,1,13,92.3076923076923
486,11081,3,65,95.38461538461539
487,11084,1,13,92.3076923076923
488,11094,2,13,84.61538461538461
489,11121,4,26,84.61538461538461
490,11123,2,221,99.09502262443439
491,11132,0,13,100.0
492,11138,8,52,84.61538461538461
493,11743,377,8554,95.59270516717325
494,12254,0,13,100.0
495,12258,0,13,100.0
496,12272,0,13,100.0
497,12524,0,13,100.0
498,13373,0,13,100.0
499,13726,0,13,100.0
500,15510,1,507,99.80276134122288
501,16430,0,26,100.0
502,16594,3,13,76.92307692307692
503,16908,2,13,84.61538461538461
504,18446,2,13,84.61538461538461
505,18581,3,13,76.92307692307692
506,18594,3,13,76.92307692307692
507,20037,2,13,84.61538461538461
508,20496,2,13,84.61538461538461
509,20531,2,13,84.61538461538461
510,21310,2,13,84.61538461538461
511,21321,5,26,80.76923076923077
512,21612,2,13,84.61538461538461
513,21729,3,13,76.92307692307692
514,21786,2,13,84.61538461538461
515,21822,2,13,84.61538461538461
516,21970,2,13,84.61538461538461
517,22120,2,13,84.61538461538461
518,23144,344,8138,95.77291717866798
519,23174,3,13,76.92307692307692
520,23707,3,13,76.92307692307692
521,24341,2,13,84.61538461538461
522,24387,2,13,84.61538461538461
523,24743,1,13,92.3076923076923
524,24944,1,13,92.3076923076923
525,25235,2,13,84.61538461538461
526,25250,4,26,84.61538461538461
527,27401,2,13,84.61538461538461
528,27436,0,13,100.0
529,30230,3,13,76.92307692307692
530,30400,2,13,84.61538461538461
531,30640,3,13,76.92307692307692
532,32877,2,13,84.61538461538461
533,32913,2,13,84.61538461538461
534,34167,2,13,84.61538461538461
535,34258,2,13,84.61538461538461
536,34304,2,13,84.61538461538461
537,36974,0,26,100.0
538,37011,0,13,100.0
539,37016,14,663,97.88838612368023
540,37095,2,13,84.61538461538461
541,37154,7,169,95.85798816568047
542,37789,2,13,84.61538461538461
543,38246,2,13,84.61538461538461
544,38316,3,13,76.92307692307692
545,38339,2,13,84.61538461538461
546,38482,2,13,84.61538461538461
547,40069,2,13,84.61538461538461
548,40242,2,13,84.61538461538461
549,40251,0,13,100.0
550,41052,2,13,84.61538461538461
551,41363,2,78,97.43589743589743
552,41838,1,13,92.3076923076923
553,42153,80,3432,97.66899766899766
554,42520,2,13,84.61538461538461
555,42594,20,1014,98.0276134122288
556,43401,3,1599,99.81238273921201
557,43465,2,13,84.61538461538461
558,43974,4,52,92.3076923076923
559,44849,5893,25493,76.88385046875612
560,44984,23,104,77.88461538461539
561,45309,25,1690,98.52071005917159
562,45332,1132,37258,96.96172634065167
563,45376,0,13,100.0
564,45499,1,39,97.43589743589743
565,45596,2,26,92.3076923076923
566,46387,14,1144,98.77622377622377
567,54531,2,13,84.61538461538461
568,54570,2,13,84.61538461538461
569,54616,159,2626,93.94516374714395
570,54617,176,8229,97.86122250577228
571,57705,218,9893,97.79642171232184
572,83249,282,9997,97.17915374612383
573,86816,0,65,100.0
574,86817,159,5382,97.04570791527313
575,86969,14,741,98.110661268556
576,87365,19,169,88.75739644970415
577,87416,9,481,98.12889812889813
578,87418,3,39,92.3076923076923
579,87444,2,13,84.61538461538461
580,87487,4,39,89.74358974358974
581,87951,2,13,84.61538461538461
582,88088,0,26,100.0
583,88089,13,143,90.9090909090909
584,88260,3,13,76.92307692307692
585,88301,2,13,84.61538461538461
586,88554,6,65,90.76923076923077
587,88558,7,52,86.53846153846153
588,88564,2,26,92.3076923076923
589,88831,3,39,92.3076923076923
590,88835,1,13,92.3076923076923
591,89719,90,1339,93.27856609410007
592,90040,9,52,82.6923076923077
593,90041,2,13,84.61538461538461
594,90042,33,338,90.23668639053254
595,90576,5,26,80.76923076923077
596,91099,3,13,76.92307692307692
597,91125,2,13,84.61538461538461
598,91914,19,65,70.76923076923077
599,92446,21,247,91.49797570850203
600,92634,2,13,84.61538461538461
601,92741,235,5525,95.74660633484163
602,92826,2,13,84.61538461538461
603,93052,2,13,84.61538461538461
604,94728,1,13,92.3076923076923
605,96776,2,13,84.61538461538461
606,97798,2,13,84.61538461538461
607,98045,2,13,84.61538461538461
608,99126,0,13,100.0
609,99441,147,923,84.07367280606718
610,100131,8,26,69.23076923076923
611,100407,2,13,84.61538461538461
612,100826,2,13,84.61538461538461
613,102029,2,13,84.61538461538461
614,102110,3,13,76.92307692307692
615,103135,392,3653,89.26909389542841
616,104162,8,26,69.23076923076923
617,106617,0,52,100.0
618,106806,140,585,76.06837606837607
619,107635,39,2730,98.57142857142857
620,108207,33,1105,97.01357466063348
621,108730,38,429,91.14219114219114
622,109019,10,78,87.17948717948718
623,109067,0,13,100.0
624,109131,1,13,92.3076923076923
625,109259,0,13,100.0
626,109662,1145,4225,72.89940828402366
627,109813,14,52,73.07692307692308
628,110168,2,13,84.61538461538461
629,110313,3,1638,99.81684981684981
630,111888,0,13,100.0
631,112222,0,13,100.0
632,112867,2,13,84.61538461538461
633,114950,990,7982,87.59709346028565
634,115099,955,7553,87.3560174764994
635,115107,614,5018,87.76404942208052
636,116835,2,13,84.61538461538461
637,117741,2,13,84.61538461538461
638,118140,2,13,84.61538461538461
639,119401,1384,12181,88.6380428536245
640,119451,1640,12571,86.95410070797868
641,119463,1,13,92.3076923076923
642,119465,765,3926,80.5145185939888
643,120738,53,585,90.94017094017094
644,120892,18,208,91.34615384615384
645,120898,3,1599,99.81238273921201
646,121369,1,65,98.46153846153847
647,121919,4,169,97.63313609467455
648,122739,1,52,98.07692307692308
649,122896,2,13,84.61538461538461
650,123467,20,1729,98.84326200115675
651,125426,2,13,84.61538461538461
652,125760,38,455,91.64835164835165
653,127718,4,273,98.53479853479854
654,130469,1181,36673,96.77964715185558
655,131674,0,13,100.0
656,132114,418,4511,90.73376191531811
657,136262,2,65,96.92307692307692
658,136820,114,4420,97.42081447963801
659,137330,816,6019,86.4429307193886
660,139263,103,3770,97.26790450928382
